type,uuid,fullName,pureName,author,fullTitleCache,RANK,taxon,treeIndex
Taxon,b6ec8d50-7f37-4a17-af01-b1fae138c749,Cactaceae Juss.,Cactaceae,Juss.,"Cactaceae Juss., Gen. Pl.: 310. 1789",Family,Cactaceae Juss. sec. APG IV [Angiosperm Phylogeny Group] 2016,#t42#33819#33820#33837#
Taxon,4a66a86c-18c3-4bc9-9367-3c981882e835,Cactaceae_1_core_checklist,Cactaceae_1_core_checklist,,Cactaceae_1_core_checklist,Family,Cactaceae_1_core_checklist sec. Korotkova & al. 2021,#t42#33819#33820#33837#33839#
Taxon,eff0f565-97fd-4710-814f-ca09597c687b,__Cactaceae_2_hybrids,__Cactaceae_2_hybrids,,__Cactaceae_2_hybrids,Family,__Cactaceae_2_hybrids sec. Korotkova & al. 2021,#t42#33819#33820#33837#23243#
Taxon,e8f43289-cc57-41f2-ba0c-29170feefb0b,__Cactaceae_3_names_of_uncertain_application,__Cactaceae_3_names_of_uncertain_application,,__Cactaceae_3_names_of_uncertain_application,Family,__Cactaceae_3_names_of_uncertain_application sec. Korotkova & al. 2021,#t42#33819#33820#33837#11499#
Taxon,9dd6cd23-750b-4848-8423-2e013fc7a15a,__Cactaceae_4_unplaced_taxa,__Cactaceae_4_unplaced_taxa,,__Cactaceae_4_unplaced_taxa,Family,__Cactaceae_4_unplaced_taxa sec. Korotkova & al. 2021,#t42#33819#33820#33837#28697#
Taxon,c423fc0c-4c48-409d-8824-165c6c6a97ed,__Cactaceae_5_unresolved_names,__Cactaceae_5_unresolved_names,,__Cactaceae_5_unresolved_names,Family,__Cactaceae_5_unresolved_names sec. Korotkova & al. 2021,#t42#33819#33820#33837#11495#
Taxon,f41b8d8b-802d-4175-af2b-d33bf4b4cf3c,__Cactaceae_6_excluded_names,__Cactaceae_6_excluded_names,,__Cactaceae_6_excluded_names,Family,__Cactaceae_6_excluded_names sec. Korotkova & al. 2021,#t42#33819#33820#33837#28799#
Taxon,43879ab1-f3ef-43e6-ac12-df1f0ceab321,Acanthocalycium Backeb.,Acanthocalycium,Backeb.,"Acanthocalycium Backeb., Kaktus-ABC: 224, 412. 1936 [""1935""]",Genus,Acanthocalycium Backeb. sec. Schlumpberger 2021,#t42#33819#33820#33837#33839#11100#
Taxon,2d6a21aa-1897-4289-b465-2a8952498ab1,Acanthocereus (Engelm. ex A.Berger) Britton & Rose,Acanthocereus,(Engelm. ex A.Berger) Britton & Rose,Acanthocereus (Engelm. ex A.Berger) Britton & Rose in Contr. U.S. Natl. Herb. 12: 432. 1909,Genus,Acanthocereus (Engelm. ex A.Berger) Britton & Rose sec. Korotkova & al. 2017,#t42#33819#33820#33837#33839#1173#
Taxon,76f01f24-0341-4f96-b80f-6c1422befc02,Acharagma (N.P.Taylor) Glass,Acharagma,(N.P.Taylor) Glass,"Acharagma (N.P.Taylor) Glass, Guía Identific. Cact. Amenazadas México: Ac/Ag. 1997 [""1998""]",Genus,Acharagma (N.P.Taylor) Glass sec. Vázquez-Sánchez & al. 2013,#t42#33819#33820#33837#33839#1580#
Taxon,b08f4fce-9f36-4216-ac81-2b62fbb72e8c,Airampoa Frič,Airampoa,Frič,"Airampoa Frič, Akklim. Versuchs-Gart.: 1. 1933",Genus,Airampoa Frič sec. Doweld 2002,#t42#33819#33820#33837#33839#1720#
Taxon,c1562662-787b-45ab-93f5-def2911fe7be,Aporocactus Lem.,Aporocactus,Lem.,"Aporocactus Lem., Ill. Hort. Misc. 7: 67. 1860",Genus,Aporocactus Lem. sec. Korotkova & al. 2017,#t42#33819#33820#33837#33839#2679#
Taxon,3327590d-90e2-41c8-99a5-be2b32ffd098,Ariocarpus Scheidw.,Ariocarpus,Scheidw.,Ariocarpus Scheidw. in Bull. Acad. Roy. Sci. Bruxelles 5: 491. 1838,Genus,Ariocarpus Scheidw. sec. Vázquez-Sánchez & al. 2013,#t42#33819#33820#33837#33839#885#
Taxon,d545c558-df9c-4174-8353-cd169c7b4ce2,Armatocereus Backeb.,Armatocereus,Backeb.,Armatocereus Backeb. in Blätt. Kakteenf. 1938(6): 21. 1938,Genus,Armatocereus Backeb. sec. Hunt 2006,#t42#33819#33820#33837#33839#833#
Taxon,6f8bc80b-29d1-4d93-abe9-615649826a1f,Arrojadoa Britton & Rose,Arrojadoa,Britton & Rose,"Arrojadoa Britton & Rose, Cactaceae 2: 170. 1920",Genus,Arrojadoa Britton & Rose sec. Romeiro-Brito & al. 2023,#t42#33819#33820#33837#33839#742#
Taxon,dbf805e1-79e7-49ab-af44-568893873f12,Arthrocereus A.Berger,Arthrocereus,A.Berger,"Arthrocereus A.Berger, Kakteen: 146, 337. 1929, nom. cons.",Genus,"Arthrocereus A.Berger, nom. cons., sec. Zappi & Taylor 2020+",#t42#33819#33820#33837#33839#732#
Taxon,697b8ced-7ad8-4065-97fa-32ecf94baa35,Astrophytum Lem.,Astrophytum,Lem.,"Astrophytum Lem., Cact. Gen. Sp. Nov.: 3-6. 1839",Genus,Astrophytum Lem. sec. Vázquez-Lobo & al. 2015,#t42#33819#33820#33837#33839#134#
Taxon,a873655d-5140-46cd-b7a9-6d4e55732f83,Austrocactus Britton & Rose,Austrocactus,Britton & Rose,"Austrocactus Britton & Rose, Cactaceae 3: 44. 1922",Genus,Austrocactus Britton & Rose sec. Böhnert & al. 2025,#t42#33819#33820#33837#33839#211#
Taxon,bb0ea52e-5bf1-4a5a-aa18-884be25aec69,Austrocylindropuntia Backeb.,Austrocylindropuntia,Backeb.,Austrocylindropuntia Backeb. in Blätt. Kakteenf. 1938(6): 21. 1938,Genus,Austrocylindropuntia Backeb. sec. Ritz & al. 2012,#t42#33819#33820#33837#33839#1600#
Taxon,e22d304a-09e9-4c6c-969f-f48e6fe48ab8,Aylostera Speg.,Aylostera,Speg.,Aylostera Speg. in Anales Soc. Ci. Argent. 96: 75. 1923,Genus,Aylostera Speg. sec. Ritz & al. 2016,#t42#33819#33820#33837#33839#2390#
Taxon,3ec06770-f4a3-4a11-bd52-15e575b0a184,Aztekium Boed.,Aztekium,Boed.,Aztekium Boed. in Monatsschr. Deutsch. Kakteen-Ges. 1: 52. 1929,Genus,Aztekium Boed. sec. Vázquez-Sánchez & al. 2013,#t42#33819#33820#33837#33839#232#
Taxon,8a434bb9-39f0-4b62-9fea-a7adf7734980,Bergerocactus Britton & Rose,Bergerocactus,Britton & Rose,Bergerocactus Britton & Rose in Contr. U.S. Natl. Herb. 12: 435. 1909,Genus,Bergerocactus Britton & Rose sec. Arias & al. 2005,#t42#33819#33820#33837#33839#493#
Taxon,a6913f9c-8420-404a-baef-c55d3a8549ab,Blossfeldia Werderm.,Blossfeldia,Werderm.,Blossfeldia Werderm. in Kakteenkunde 1937: 162. 1937,Genus,Blossfeldia Werderm. sec. Hunt 2006,#t42#33819#33820#33837#33839#395#
Taxon,63e8e0d0-bb9e-4b73-ab55-940e4ce19814,Borzicactus Riccob.,Borzicactus,Riccob.,Borzicactus Riccob. in Boll. Reale Orto Bot. Palermo 8: 261. 1909,Genus,Borzicactus Riccob. sec. Hunt 2016,#t42#33819#33820#33837#33839#2560#
Taxon,fa01da68-6795-45d3-8fbb-e1446130cf45,Brachycereus Britton & Rose,Brachycereus,Britton & Rose,"Brachycereus Britton & Rose, Cactaceae 2: 120. 1920",Genus,Brachycereus Britton & Rose sec. Hunt 2006,#t42#33819#33820#33837#33839#719#
Taxon,8954708b-9073-4ca8-8dc6-b44f4584f063,Brasiliopuntia (K.Schum.) A.Berger,Brasiliopuntia,(K.Schum.) A.Berger,"Brasiliopuntia (K.Schum.) A.Berger, Entwicklungslin. Kakt.: 17, 18, 94. 1926",Genus,Brasiliopuntia (K.Schum.) A.Berger sec. Köhler 2021,#t42#33819#33820#33837#33839#1601#
Taxon,4d1e921b-546e-459c-910f-7a8279d7a8b7,Browningia Britton & Rose,Browningia,Britton & Rose,"Browningia Britton & Rose, Cactaceae 2: 63. 1920",Genus,Browningia Britton & Rose sec. Hunt 2016,#t42#33819#33820#33837#33839#718#
Taxon,1bdc6bce-55b6-4d3e-a821-a176c7f2f722,Calymmanthium F.Ritter,Calymmanthium,F.Ritter,Calymmanthium F.Ritter in Kakteen And. Sukk. 13: 25. 1962,Genus,Calymmanthium F.Ritter sec. Korotkova & al. 2010,#t42#33819#33820#33837#33839#121#
Taxon,6363a3ab-22ef-42e6-bd3b-32a35e379a1c,Carnegiea Britton & Rose,Carnegiea,Britton & Rose,Carnegiea Britton & Rose in J. New York Bot. Gard. 9: 187. 1908,Genus,Carnegiea Britton & Rose sec. Parfitt & Gibson 2003,#t42#33819#33820#33837#33839#417#
Taxon,77ba9c8d-0503-447d-8f29-a43852fe4f14,Castellanosia Cárdenas,Castellanosia,Cárdenas,Castellanosia Cárdenas in Cact. Succ. J. (Los Angeles) 23: 90. 1951,Genus,Castellanosia Cárdenas sec. Hernández-Hernández & al. 2011,#t42#33819#33820#33837#33839#1620#
Taxon,ff32724f-79a0-4bae-be58-7a6536f87310,Cephalocereus Pfeiff.,Cephalocereus,Pfeiff.,Cephalocereus Pfeiff. in Allg. Gartenzeitung 6: 142. 1838,Genus,Cephalocereus Pfeiff. sec. Tapia & al. 2017,#t42#33819#33820#33837#33839#296#
Taxon,f26bc25b-7532-412e-bf0e-20628c786faf,Cereus Mill.,Cereus,Mill.,"Cereus Mill., Gard. Dict. Abr., ed. 4: [308]. 1754",Genus,Cereus Mill. sec. Hunt 2016,#t42#33819#33820#33837#33839#774#
Taxon,9e05b13f-7321-4cb5-a743-28000413dcbb,Chamaecereus Britton & Rose,Chamaecereus,Britton & Rose,"Chamaecereus Britton & Rose, Cactaceae 3: 48. 1922",Genus,Chamaecereus Britton & Rose sec. Hunt 2016,#t42#33819#33820#33837#33839#11105#
Taxon,d506d26a-dd09-4ace-b905-99d0077af204,"Chichimecactus Bárcenas, H.M.Hern. & P.Hern.-Led.",Chichimecactus,"Bárcenas, H.M.Hern. & P.Hern.-Led.","Chichimecactus Bárcenas, H.M.Hern. & P.Hern.-Led. in Phytotaxa 512(3): 155. 2021",Genus,"Chichimecactus Bárcenas, H.M.Hern. & P.Hern.-Led. sec. Barcenas & al. 2021",#t42#33819#33820#33837#33839#41062#
Taxon,be81502e-bb54-4ff3-bdb2-d65bfed1fd9a,Cipocereus F.Ritter,Cipocereus,F.Ritter,"Cipocereus F.Ritter, Kakteen Südamerika 1: 54. 1979",Genus,Cipocereus F.Ritter sec. Zappi & Taylor 2020+,#t42#33819#33820#33837#33839#439#
Taxon,52e442f1-289e-4aad-bfb0-b4f12c3e6548,Cleistocactus Lem.,Cleistocactus,Lem.,Cleistocactus Lem. in Ill. Hort. 8: Misc. 35. 1861,Genus,Cleistocactus Lem. sec. Korotkova & al. 2021,#t42#33819#33820#33837#33839#471#
Taxon,e7148f48-f8be-4c52-8f6a-11323e54e22d,Cochemiea (K.Brandegee) Walton,Cochemiea,(K.Brandegee) Walton,Cochemiea (K.Brandegee) Walton in Cact. J. (London) 2: 50. 1899,Genus,Cochemiea (K.Brandegee) Walton sec. Breslin & al. 2021,#t42#33819#33820#33837#33839#28650#
Taxon,300fe35d-64de-4325-9e09-21921d51ce7f,Coleocephalocereus Backeb.,Coleocephalocereus,Backeb.,Coleocephalocereus Backeb. in Blätt. Kakteenf. 1938(6): 22. 1938,Genus,Coleocephalocereus Backeb. sec. Zappi & Taylor 2020+,#t42#33819#33820#33837#33839#1097#
Taxon,45e23a29-8ca8-43eb-a028-ee4768c76941,Consolea Lem.,Consolea,Lem.,Consolea Lem. in Rev. Hort. (Paris) 1862: 174. 1862,Genus,Consolea Lem. sec. Majure & al. 2021,#t42#33819#33820#33837#33839#1621#
Taxon,3afbe672-c26e-486f-b037-9f5486e73ac6,Copiapoa Britton & Rose,Copiapoa,Britton & Rose,"Copiapoa Britton & Rose, Cactaceae 3: 85. 1922",Genus,Copiapoa Britton & Rose sec. Larridon & al. 2015,#t42#33819#33820#33837#33839#210#
Taxon,afe268f6-3c3e-45d0-9550-184edc036837,Corryocactus Britton & Rose,Corryocactus,Britton & Rose,"Corryocactus Britton & Rose, Cactaceae 2: 66. 1920",Genus,Corryocactus Britton & Rose sec. Hunt 2006,#t42#33819#33820#33837#33839#185#
Taxon,306b247e-5548-4124-a4eb-4ec73f6a67f1,Coryphantha (Engelm.) Lem.,Coryphantha,(Engelm.) Lem.,"Coryphantha (Engelm.) Lem., Cactées: 32. 1868, nom. cons.",Genus,"Coryphantha (Engelm.) Lem., nom. cons., sec. Sánchez & al. 2022",#t42#33819#33820#33837#33839#1172#
Taxon,1fe0e180-c4e1-4356-980e-9a2e518138ed,"Cremnocereus M.Lowry, Winberg & Gut.Romero",Cremnocereus,"M.Lowry, Winberg & Gut.Romero","Cremnocereus M.Lowry, Winberg & Gut.Romero in Bradleya 35: 254. 2017",Genus,"Cremnocereus M.Lowry, Winberg & Gut.Romero sec. Lowry & Winberg 2017",#t42#33819#33820#33837#33839#27101#
Taxon,37472809-fa86-48bc-892e-9b9edba33ba7,Cumarinia (F.M.Knuth) Buxb.,Cumarinia,(F.M.Knuth) Buxb.,Cumarinia (F.M.Knuth) Buxb. in Oesterr. Bot. Z. 98: 61. 1951,Genus,Cumarinia (F.M.Knuth) Buxb. sec. Breslin & al. 2021,#t42#33819#33820#33837#33839#1623#
Taxon,ac16aead-ec93-45d4-9b69-3391845a8e04,Cumulopuntia F.Ritter,Cumulopuntia,F.Ritter,"Cumulopuntia F.Ritter, Kakteen Südamerika 2: 399. 1980",Genus,Cumulopuntia F.Ritter sec. Hunt 2016,#t42#33819#33820#33837#33839#1624#
Taxon,a2245035-2248-446e-bb6b-beefeb701f9d,Cylindropuntia (Engelm.) F.M.Knuth,Cylindropuntia,(Engelm.) F.M.Knuth,"Cylindropuntia (Engelm.) F.M.Knuth, Nye Kaktusbog: 102. 1930",Genus,Cylindropuntia (Engelm.) F.M.Knuth sec. Majure & al. 2019,#t42#33819#33820#33837#33839#1625#
Taxon,b006a03f-f78c-4c18-a653-dd720cd141ec,Deamia Britton & Rose,Deamia,Britton & Rose,"Deamia Britton & Rose, Cactaceae 2: 212. 1920",Genus,Deamia Britton & Rose sec. Korotkova 2021+,#t42#33819#33820#33837#33839#7186#
Taxon,f927a8e5-6c2a-4b96-a121-c9025026e3b3,Denmoza Britton & Rose,Denmoza,Britton & Rose,"Denmoza Britton & Rose, Cactaceae 3: 78. 1922",Genus,Denmoza Britton & Rose sec. Hunt 2006,#t42#33819#33820#33837#33839#820#
Taxon,a148c337-bbe3-4088-b350-2ce6e1c50fb8,Discocactus Pfeiff.,Discocactus,Pfeiff.,Discocactus Pfeiff. in Allg. Gartenzeitung 5: 241. 1837,Genus,Discocactus Pfeiff. sec. Hunt 2016,#t42#33819#33820#33837#33839#140#
Taxon,cd1d967a-2633-46c5-947c-653befc56968,Disocactus Lindl.,Disocactus,Lindl.,"Disocactus Lindl., Edwards's Bot. Reg. 31: t. 9. 1845",Genus,Disocactus Lindl. sec. Cruz & al. 2016,#t42#33819#33820#33837#33839#798#
Taxon,7eaf8abd-a9e9-4d8c-98a0-9b83c55b4f61,Echinocactus Link & Otto,Echinocactus,Link & Otto,"Echinocactus Link & Otto, Verh. Vereins. Beförd. Gartenbaues Königl. Preuss. Staaten 3: 420. 1827",Genus,Echinocactus Link & Otto sec. Vargas-Luna & al. 2018,#t42#33819#33820#33837#33839#1154#
Taxon,f4adcc24-5ed2-4825-b497-f38a1ce52062,Echinocereus Engelm.,Echinocereus,Engelm.,"Echinocereus Engelm., Mem. Tour N. Mexico: 91. 1848",Genus,Echinocereus Engelm. sec. Sánchez & al. 2018,#t42#33819#33820#33837#33839#749#
Taxon,9ae12708-8777-4206-81b8-f75fc471856e,Echinopsis Zucc.,Echinopsis,Zucc.,Echinopsis Zucc. in Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. 2: 675. 1837,Genus,Echinopsis Zucc. sec. Schlumpberger & Renner 2012,#t42#33819#33820#33837#33839#695#
Taxon,592038cb-6587-4079-859a-f1d67603358c,Epiphyllum Haw.,Epiphyllum,Haw.,"Epiphyllum Haw., Syn. Pl. Succ.: 197. 1812",Genus,Epiphyllum Haw. sec. Korotkova & al. 2017,#t42#33819#33820#33837#33839#283#
Taxon,dd48658e-e5eb-4a10-bf75-e3bf8bc68a50,Epithelantha F.A.C.Weber ex Britton & Rose,Epithelantha,F.A.C.Weber ex Britton & Rose,"Epithelantha F.A.C.Weber ex Britton & Rose, Cactaceae 3: 92. 1922",Genus,Epithelantha F.A.C.Weber ex Britton & Rose sec. Aquino & al. 2019,#t42#33819#33820#33837#33839#1095#
Taxon,9828a56f-dba2-4ff9-a25b-e8d673038acd,Eriosyce Phil.,Eriosyce,Phil.,Eriosyce Phil. in Anales Univ. Chile 41: 721. 1872,Genus,Eriosyce Phil. sec. Guerrero & al. 2020,#t42#33819#33820#33837#33839#136#
Taxon,7b6e6855-a621-4b89-a575-0680a03bf59b,Escontria Rose,Escontria,Rose,Escontria Rose in Contr. U.S. Natl. Herb. 10: 125. 1906,Genus,Escontria Rose sec. Hernández & Gómez-Hinostrosa 2011,#t42#33819#33820#33837#33839#217#
Taxon,a03c7518-46b1-47ff-9c37-ab1aa44e806e,Espostoa Britton & Rose,Espostoa,Britton & Rose,"Espostoa Britton & Rose, Cactaceae 2: 60. 1920",Genus,Espostoa Britton & Rose sec. Hunt 2006,#t42#33819#33820#33837#33839#659#
Taxon,b9592470-a2bb-438a-a0c3-9c02340c8780,Espostoopsis Buxb.,Espostoopsis,Buxb.,"Espostoopsis Buxb. in Krainz, Kakteen: 38-39, C Va. 1968",Genus,Espostoopsis Buxb. sec. Zappi & Taylor 2020+,#t42#33819#33820#33837#33839#597#
Taxon,bffadfe4-822d-4db6-9624-fafb14cb02cf,Eulychnia Phil.,Eulychnia,Phil.,"Eulychnia Phil., Fl. Atacam: 23. 1860",Genus,Eulychnia Phil. sec. Larridon & al. 2018,#t42#33819#33820#33837#33839#763#
Taxon,8ee97125-3715-476f-b8e5-47d415559001,Facheiroa Britton & Rose,Facheiroa,Britton & Rose,"Facheiroa Britton & Rose, Cactaceae 2: 173. 1920",Genus,Facheiroa Britton & Rose sec. Zappi & Taylor 2020+,#t42#33819#33820#33837#33839#971#
Taxon,03701e62-53d0-4b7f-896a-3754fee93050,Ferocactus Britton & Rose,Ferocactus,Britton & Rose,"Ferocactus Britton & Rose, Cactaceae 3: 123. 1922",Genus,Ferocactus Britton & Rose sec. Hunt 2016,#t42#33819#33820#33837#33839#420#
Taxon,1b1f7df2-964e-411c-9281-7f4b61e78876,Frailea Britton & Rose,Frailea,Britton & Rose,"Frailea Britton & Rose, Cactaceae 3: 208. 1922",Genus,Frailea Britton & Rose sec. Hunt 2006,#t42#33819#33820#33837#33839#426#
Taxon,76997225-9219-489e-b10a-eac5191dbd5a,Geohintonia Glass & W.A.Fitz Maur.,Geohintonia,Glass & W.A.Fitz Maur.,Geohintonia Glass & W.A.Fitz Maur. in Cact. Suc. Mex. 37(1): 16. 1992,Genus,Geohintonia Glass & W.A.Fitz Maur. sec. Vázquez-Sánchez & al. 2013,#t42#33819#33820#33837#33839#1640#
Taxon,c5b8e5dc-4331-47d4-8e99-e7b582e31e92,Grusonia F.Rchb. ex Britton & Rose,Grusonia,F.Rchb. ex Britton & Rose,"Grusonia F.Rchb. ex Britton & Rose, Cactaceae 1: 215. 1919",Genus,Grusonia F.Rchb. ex Britton & Rose sec. Majure 2021,#t42#33819#33820#33837#33839#1641#
Taxon,74f2731f-b341-4757-ae2a-d6a212e323b4,Gymnocalycium Pfeiff. ex Mittler,Gymnocalycium,Pfeiff. ex Mittler,"Gymnocalycium Pfeiff. ex Mittler, Taschenb. Cactuslieb. 2: 124. 1844",Genus,Gymnocalycium Pfeiff. ex Mittler sec. Demaio & al. 2011,#t42#33819#33820#33837#33839#1153#
Taxon,6698f005-fc53-4791-aa67-4ef776397081,Haageocereus Backeb.,Haageocereus,Backeb.,Haageocereus Backeb. in Blätt. Kakteenf. 1934(6): 1. 1934,Genus,Haageocereus Backeb. sec. Hunt 2006,#t42#33819#33820#33837#33839#313#
Taxon,1744d7bc-bfbb-41a5-a584-0ad01702339a,Harrisia Britton,Harrisia,Britton,Harrisia Britton in Bull. Torrey Bot. Club 35: 561. 1909,Genus,Harrisia Britton sec. Franck 2016,#t42#33819#33820#33837#33839#1059#
Taxon,7792079b-447a-4b01-9221-338ffb5828bf,Hatiora Britton & Rose,Hatiora,Britton & Rose,"Hatiora Britton & Rose in Bailey, Standard Cycl. Hort.: 1432. 1915",Genus,Hatiora Britton & Rose sec. Korotkova & al. 2011,#t42#33819#33820#33837#33839#359#
Taxon,5687adf6-1999-42a7-bdff-0741e116f061,Homalocephala Britton & Rose,Homalocephala,Britton & Rose,"Homalocephala Britton & Rose, Cactaceae 3: 181. 1922",Genus,Homalocephala Britton & Rose sec. Vargas-Luna & al. 2018,#t42#33819#33820#33837#33839#21802#
Taxon,3503f1f8-31fe-4e51-99d0-9642a4971607,Isolatocereus Backeb.,Isolatocereus,Backeb.,"Isolatocereus Backeb. in Cactaceae (Berlin) 1941(2): 47, 76. 1942",Genus,Isolatocereus Backeb. sec. Hernández & Gómez-Hinostrosa 2011,#t42#33819#33820#33837#33839#28687#
Taxon,d0d0c5ab-4867-44b7-81be-7b3ece213695,Jasminocereus Britton & Rose,Jasminocereus,Britton & Rose,"Jasminocereus Britton & Rose, Cactaceae 2: 146. 1920",Genus,Jasminocereus Britton & Rose sec. Hunt 2006,#t42#33819#33820#33837#33839#325#
Taxon,5667c513-9b25-45b6-acf6-4024c292f1fe,Kadenicarpus Doweld,Kadenicarpus,Doweld,Kadenicarpus Doweld in Sukkulenty 1: 22. 1998,Genus,Kadenicarpus Doweld sec. Vázquez-Sánchez & al. 2019,#t42#33819#33820#33837#33839#28517#
Taxon,9f495795-77ba-436f-b357-c446257e1fbb,Kimnachia S.Arias & N.Korotkova,Kimnachia,S.Arias & N.Korotkova,Kimnachia S.Arias & N.Korotkova in Phytotaxa 327(1): 30. 2017,Genus,Kimnachia S.Arias & N.Korotkova sec. Korotkova & al. 2017,#t42#33819#33820#33837#33839#10798#
Taxon,28f45d81-6aaf-47be-88cd-f1b358410f8c,Kroenleinia Lodé,Kroenleinia,Lodé,Kroenleinia Lodé in Cact.-Avent. Int. 102: 25. 2014,Genus,Kroenleinia Lodé sec. Vargas-Luna & al. 2018,#t42#33819#33820#33837#33839#28570#
Taxon,1769c037-a20a-4d79-9041-e5cb0c649813,Lactomamillara Frič,Lactomamillara,Frič,Lactomamillara Frič in Ceskoslov. Zahradn. Listy 1924: 133. 1924,Genus,Lactomamillara Frič sec. WFO 2019,#t42#33819#33820#33837#11495#23913#
Taxon,914696f2-dfb5-4afc-94fa-3b712a1ac012,Lasiocereus F.Ritter,Lasiocereus,F.Ritter,"Lasiocereus F.Ritter, Kakteen Südamerika 4: 1477. 1981",Genus,Lasiocereus F.Ritter sec. Hunt 2006,#t42#33819#33820#33837#33839#1642#
Taxon,b71194bc-22ab-4189-b55d-be4e74204678,Lemaireocereus Britton & Rose,Lemaireocereus,Britton & Rose,Lemaireocereus Britton & Rose in Contr. U.S. Natl. Herb. 12: 424. 1909,Genus,Lemaireocereus Britton & Rose sec. Arias & al. 2012,#t42#33819#33820#33837#33839#1940#
Taxon,1518faad-e05a-418a-8c02-8f633d30a0c0,Lepismium Pfeiff.,Lepismium,Pfeiff.,Lepismium Pfeiff. in Allg. Gartenzeitung 3: 315. 1835,Genus,Lepismium Pfeiff. sec. Korotkova & al. 2011,#t42#33819#33820#33837#33839#423#
Taxon,a4373111-4ea7-4bf6-94c5-ddc77453c97b,Leptocereus (A.Berger) Britton & Rose,Leptocereus,(A.Berger) Britton & Rose,Leptocereus (A.Berger) Britton & Rose in Contr. U.S. Natl. Herb. 12: 433. 1909,Genus,Leptocereus (A.Berger) Britton & Rose sec. D.Barrios & al. 2020,#t42#33819#33820#33837#33839#1175#
Taxon,d6007688-c624-4c7e-8e4f-90ef840ffe21,Leuchtenbergia Hook.,Leuchtenbergia,Hook.,Leuchtenbergia Hook. in Bot. Mag.: t. 4393. 1848,Genus,Leuchtenbergia Hook. sec. Hunt 2006,#t42#33819#33820#33837#33839#2511#
Taxon,737f5c19-69f7-46ef-b531-4154fedaf5b1,Leucostele Backeb.,Leucostele,Backeb.,Leucostele Backeb. in Kakteen And. Sukk. 4(3): 36. 1953,Genus,Leucostele Backeb. sec. Hunt 2016,#t42#33819#33820#33837#33839#11110#
Taxon,144505fa-f623-48a2-b550-7dec123d8275,Leuenbergeria Lodé,Leuenbergeria,Lodé,"Leuenbergeria Lodé in Cact.-Avent. Int. 97: 26. 2012 [""2013""]",Genus,Leuenbergeria Lodé sec. Lodé 2013,#t42#33819#33820#33837#33839#2520#
Taxon,d59821a2-569e-4783-b37e-b2f431c3966f,Lobivia Britton & Rose,Lobivia,Britton & Rose,"Lobivia Britton & Rose, Cactaceae 3: 49. 1922",Genus,Lobivia Britton & Rose sec. Hunt 2016,#t42#33819#33820#33837#33839#11112#
Taxon,a29d3220-901b-4abc-84b3-e88b0838085c,Lophocereus (A.Berger) Britton & Rose,Lophocereus,(A.Berger) Britton & Rose,Lophocereus (A.Berger) Britton & Rose in Contr. U.S. Natl. Herb. 12: 426. 1909,Genus,Lophocereus (A.Berger) Britton & Rose sec. Arias & al. 2012,#t42#33819#33820#33837#33839#1941#
Taxon,112fc66b-5b13-43bb-95de-1e17d02c584a,Lophophora J.M.Coult.,Lophophora,J.M.Coult.,Lophophora J.M.Coult. in Contr. U.S. Natl. Herb. 3: 131. 1894,Genus,Lophophora J.M.Coult. sec. Vázquez-Sánchez & al. 2013,#t42#33819#33820#33837#33839#1114#
Taxon,1e021f91-b77c-4c60-9289-2cad8b7f28ba,Lymanbensonia Kimnach,Lymanbensonia,Kimnach,Lymanbensonia Kimnach in Cact. Succ. J. (Los Angeles) 56: 101. 1984,Genus,Lymanbensonia Kimnach sec. Korotkova & al. 2010,#t42#33819#33820#33837#33839#1900#
Taxon,242b57b9-9542-45a8-8ef0-b7d1cb63bbca,Maihuenia (Phil. ex F.A.C.Weber) K.Schum.,Maihuenia,(Phil. ex F.A.C.Weber) K.Schum.,"Maihuenia (Phil. ex F.A.C.Weber) K.Schum., Gesamtbeschr. Kakt.: 754. 1897–1899",Genus,Maihuenia (Phil. ex F.A.C.Weber) K.Schum. sec. Hunt 2006,#t42#33819#33820#33837#33839#1174#
Taxon,d1239552-3059-44ba-9e3e-7c660c038670,Maihueniopsis Speg.,Maihueniopsis,Speg.,Maihueniopsis Speg. in Anales Soc. Ci. Argent. 99: 86. 1925,Genus,Maihueniopsis Speg. sec. Hunt 2016,#t42#33819#33820#33837#33839#1661#
Taxon,0da7d72f-05ae-49db-be24-22852a3139f2,Mammillaria Haw.,Mammillaria,Haw.,"Mammillaria Haw., Syn. Pl. Succ.: 177. 1812, nom. cons.",Genus,"Mammillaria Haw., nom. cons., sec. Hunt 2016",#t42#33819#33820#33837#33839#64#
Taxon,936e875a-3a25-4d2e-a2ba-a31d49a05cae,Marshallocereus Backeb.,Marshallocereus,Backeb.,Marshallocereus Backeb. in Cact. Succ. J. (Los Angeles) 22: 154. 1950,Genus,Marshallocereus Backeb. sec. Arias 2021,#t42#33819#33820#33837#33839#28306#
Taxon,154533f2-f3af-46c8-93b6-10e9b35a45bb,Matucana Britton & Rose,Matucana,Britton & Rose,"Matucana Britton & Rose, Cactaceae 3: 102. 1922",Genus,Matucana Britton & Rose sec. Hunt 2016,#t42#33819#33820#33837#33839#778#
